Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
PV	2.374916	4.274849	5.699799	7.124748	7.124748	4.636948	5.203894	7.599732	6.174782	4.274849	2.374916	1.899933
WIND	2.368000	2.072000	2.072000	1.332000	0.384901	0.000000	0.000000	0.347221	1.184000	2.072000	2.294000	2.516000
HYDRO_DAM	3.095175	3.095175	2.352333	1.980912	2.599947	3.466596	3.342789	3.218982	3.590403	2.599947	2.599947	2.847561
HYDRO_RIVER	1.980000	1.716000	2.046000	2.904000	4.092000	5.082000	5.082000	4.686000	3.630000	2.442000	2.310000	2.244000
GEOTHERMAL_ELEC	0.760000	0.760000	0.760000	0.760000	0.000000	0.481333	0.000000	0.760000	0.760000	0.760000	0.760000	0.760000
IND_BOILER_GAS	0.000000	0.000000	0.000000	0.000000	0.057310	0.057310	0.057310	0.057310	0.000000	0.000000	0.000000	0.000000
IND_BOILER_WOOD	1.956144	1.956144	1.266014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.902988	1.956144	1.956144
IND_BOILER_WASTE	1.992120	1.992120	1.992120	0.598897	0.000000	0.000000	0.000000	0.000000	0.000000	1.992120	1.992120	1.992120
IND_HEATER_ELEC	0.000000	0.000000	0.690130	3.349367	3.890954	3.890954	3.890954	3.890954	3.948264	0.053156	0.000000	0.000000
DHN_HP_ELEC	0.973164	0.947693	1.401067	0.764230	0.348400	0.348400	0.348400	0.348400	0.643179	1.401067	0.326554	1.401067
DHN_GEOTHERMAL	2.058956	2.058956	0.917880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.204707	2.058956	2.058956
DEC_HP_ELEC	4.642770	4.281962	3.481226	0.687392	0.000000	0.000000	0.000000	0.000000	0.235517	2.691778	2.999061	5.764343
DEC_THERMAL_HP_GAS	1.267294	1.256740	0.971786	0.327577	0.144362	0.144362	0.144362	0.144362	0.266506	0.676277	0.999367	1.444599
DEC_BOILER_WOOD	0.169817	0.168403	0.130219	0.043895	0.019345	0.019345	0.019345	0.019345	0.035712	0.090621	0.133915	0.193576
THERMAL_SOLAR	0.600000	0.900000	1.200000	1.200000	0.831767	0.831767	0.831767	0.831767	1.300000	1.000000	0.700000	0.500000
DEC_HEATER_ELEC	0.849911	0.842833	0.651728	0.219690	0.096817	0.096817	0.096817	0.096817	0.178732	0.453545	0.670225	0.968820
H2_ELECTROLYSIS	0.336706	0.336706	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.336706	0.336706
H2_FROM_BIOMASS	0.147183	0.147183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.147183	0.147183
GASIFICATION_SNG	0.219477	0.219477	0.219477	0.219477	0.000000	0.000000	0.000000	0.000000	0.000000	0.219477	0.219477	0.219477

Resource [GW]
ELECTRICITY	2.687835	0.992048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.136552
NG	0.629610	0.622539	0.431620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233629	0.450099	0.748405
WOOD	2.976276	2.974607	1.918528	0.348090	0.022827	0.022827	0.022827	0.022827	0.042140	2.610693	2.933912	3.004312
WASTE	2.430387	2.430387	2.430387	0.730655	0.000000	0.000000	0.000000	0.000000	0.000000	2.430387	2.430387	2.430387

Mobility [Mpkm/h] or [Mtkm/h]
CAR_BEV	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896
BUS_FC	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442
TRAIN_PUBLIC	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032
TRAIN_FREIGHT	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559
TRUCK_FREIGHT_FC	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039
