Indicator	Value [MCHF/y]
CAPEX	13901.25
OPEX	2332.53
TOTEX	16233.78

Indicator	Value [ktCO2-eq/y]
GWP_construction	4008.28
GWP_op	8509.42
GWP_total	12517.70
