Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	29.001065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2400.000000	2400.000000	2400.000000	242.436959
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.333333	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.286876	0.043156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.899950
POWER_TO_GAS	3.832539	3.760013	3.224667	5.617909	5.518280	5.518280	5.518280	5.518280	5.826681	6.429525	2.364077	5.050971
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
