Indicator	Value [MCHF/y]
CAPEX	16858.97
OPEX	7811.35
TOTEX	24670.31

Indicator	Value [ktCO2-eq/y]
GWP_construction	2016.91
GWP_op	9191.80
GWP_total	11208.71
