Indicator	Value [MCHF/y]
CAPEX	11648.79
OPEX	5555.33
TOTEX	17204.12

Indicator	Value [ktCO2-eq/y]
GWP_construction	1849.24
GWP_op	19244.55
GWP_total	21093.80
