Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	47.146267	2400.000000	2400.000000	1811.715499	259.191858
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063369	3.267852	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.348376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.817062	2.086725
POWER_TO_GAS	0.468209	0.294517	1.011598	1.011598	1.011598	1.011598	1.011598	1.011598	1.011598	1.011598	1.011598	1.011598
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
