Technology	C_inv [MCHF/y]	C_maint [MCHF/y]
PV	1470.705434	1231.102027
WIND	743.561476	169.460000
HYDRO_DAM	1905.444566	35.780227
HYDRO_RIVER	1749.298078	503.580000
IND_BOILER_WOOD	21.829675	5.649979
IND_BOILER_WASTE	15.697144	4.062751
IND_HEATER_ELEC	119.209871	6.356705
DHN_HP_ELEC	37.991857	22.456829
DHN_GEOTHERMAL	110.074294	77.856557
DEC_HP_ELEC	286.951234	166.105493
DEC_THERMAL_HP_GAS	68.247068	29.854694
DEC_BOILER_GAS	16.490441	6.428580
DEC_BOILER_WOOD	1.900793	0.860790
THERMAL_SOLAR	526.532276	86.400000
H2_ELECTROLYSIS	18.868378	24.194439
H2_FROM_GAS	20.717874	33.291548
P2G_INVESTMENT	39.433580	33.520634

Storage technology	C_inv [MCHF/y]	C_maint [MCHF/y]
HYDRO_STORAGE	0.000000	0.000000

Resource	C_op [MCHF/y]
ELECTRICITY	456.000000
NG	742.579968
WOOD	1141.947000
WASTE	0.000000
ELEC_EXPORT	0.000000
