Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
PV	1.923597	3.462474	4.616633	5.770791	5.770791	5.148481	6.155510	6.155510	5.001352	3.462474	1.923597	1.538878
WIND	2.368000	2.072000	2.072000	1.332000	1.258000	0.000000	1.110000	1.036000	1.184000	2.072000	2.294000	2.516000
HYDRO_DAM	3.095175	3.095175	2.352333	1.980912	2.599947	3.466596	3.342789	3.218982	3.590403	2.599947	2.599947	2.847561
HYDRO_RIVER	1.980000	1.716000	2.046000	2.904000	4.092000	5.082000	5.082000	4.686000	3.630000	2.442000	2.310000	2.244000
IND_BOILER_WOOD	2.296739	2.296739	2.296739	0.592607	0.000000	0.000000	0.000000	0.000000	0.000000	2.296739	2.296739	2.296739
IND_BOILER_WASTE	1.651525	1.651525	1.651525	1.651525	0.189315	0.000000	0.000000	0.000000	0.818026	1.651525	1.651525	1.651525
IND_HEATER_ELEC	0.000000	0.000000	0.000000	1.704132	3.758948	3.948264	3.948264	3.948264	3.130238	0.000000	0.000000	0.000000
DHN_HP_ELEC	1.380107	1.357825	0.756219	0.465173	0.304783	0.304783	0.304783	0.304783	0.347203	0.132331	0.814449	1.754440
DHN_GEOTHERMAL	1.295450	1.295450	1.295450	0.226420	0.000000	0.000000	0.000000	0.000000	0.215454	1.295450	1.295450	1.295450
DEC_HP_ELEC	5.310869	4.950855	3.030495	0.436311	0.000000	0.000000	0.000000	0.000000	0.000000	1.550121	3.687330	6.419093
DEC_THERMAL_HP_GAS	1.650194	1.636451	1.265401	0.426552	0.187980	0.187980	0.187980	0.187980	0.347028	0.880608	1.301315	1.881070
DEC_BOILER_GAS	0.704398	0.698532	0.540146	0.182077	0.080241	0.080241	0.080241	0.080241	0.148132	0.375894	0.555477	0.802950
DEC_BOILER_WOOD	0.027837	0.027605	0.021346	0.007196	0.003171	0.003171	0.003171	0.003171	0.005854	0.014855	0.021952	0.031732
THERMAL_SOLAR	0.600000	0.900000	1.200000	1.200000	0.820899	0.820899	0.820899	0.820899	1.300000	1.000000	0.700000	0.500000
H2_ELECTROLYSIS	0.000000	0.000000	0.319588	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.000000	0.000000	0.000000
H2_FROM_GAS	0.483889	0.483889	0.164301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.483889	0.483889	0.483889

Resource [GW]
ELECTRICITY	2.608171	1.281803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.954502
NG	2.749308	2.733589	1.642899	0.487895	0.215014	0.000000	0.000000	0.000000	0.396935	1.588093	2.350256	3.013387
WOOD	2.697066	2.696792	2.689406	0.695915	0.003742	0.003742	0.003742	0.003742	0.006908	2.681747	2.690121	2.701661
WASTE	2.014860	2.014860	2.014860	2.014860	0.230965	0.000000	0.000000	0.000000	0.997992	2.014860	2.014860	2.014860
ELEC_EXPORT	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000387	0.000000	0.000000	0.000000	0.000000	0.000000

Mobility [Mpkm/h] or [Mtkm/h]
CAR_BEV	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896
BUS_FC	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442
TRAIN_PUBLIC	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032
TRAIN_FREIGHT	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559
TRUCK_FREIGHT_FC	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039
