Indicator	Value [MCHF/y]
CAPEX	16747.41
OPEX	1599.31
TOTEX	18346.73

Indicator	Value [ktCO2-eq/y]
GWP_construction	6408.51
GWP_op	1868.82
GWP_total	8277.33
