Technology	Energy output [GWh/y]
PV	39688.369
WIND	13091.305
HYDRO_DAM	25381.428
HYDRO_RIVER	27973.440
GEOTHERMAL_ELEC	5326.080
IND_BOILER_WOOD	8160.609
IND_BOILER_WASTE	9132.787
IND_HEATER_ELEC	17293.396
DHN_HP_ELEC	6351.414
DHN_GEOTHERMAL	6351.414
DEC_HP_ELEC	18243.696
DEC_THERMAL_HP_GAS	6622.949
DEC_BOILER_WOOD	2383.639
THERMAL_SOLAR	7802.545
DEC_HEATER_ELEC	1434.563
POWER_TO_GAS_EFF	478.069
H2_ELECTROLYSIS	4238.866

Resource	Energy consumption [GWh/y]
ELECTRICITY	5000.000
NG	3959.307
WOOD	12279.000
WASTE	11142.000

Mobility	Total transport [Mpkm/y] or [Mtkm/y]
CAR_BEV	103770.053
BUS_FC	7782.754
TRAIN_PUBLIC	18159.759
TRAIN_FREIGHT	20406.935
TRUCK_FREIGHT_FC	13604.623
