Technology	Installed capacity [GW]
PV	42.876458
WIND	7.400000
HYDRO_DAM	12.380701
HYDRO_RIVER	6.600000
GEOTHERMAL_ELEC	0.760000
IND_COGEN_WOOD	0.121600
IND_COGEN_WASTE	0.193200
IND_BOILER_WOOD	1.997509
IND_BOILER_WASTE	1.950755
IND_HEATER_ELEC	3.948264
DHN_HP_ELEC	1.619215
DHN_COGEN_WOOD	0.121600
DHN_COGEN_WASTE	0.193200
DHN_BOILER_OIL	6.306001
DHN_GEOTHERMAL	1.621903
DEC_HP_ELEC	7.307417
DEC_THERMAL_HP_GAS	2.652787
DEC_BOILER_WOOD	0.954754
THERMAL_SOLAR	10.000000
DEC_HEATER_ELEC	0.574607
P2G_INVESTMENT	0.200099
H2_ELECTROLYSIS	0.537654

Storage technology	Storage capacity [GWh]
HYDRO_STORAGE	2400.000000

Mobility	Passenger [Mpkm/h] or Freight [Mtkm/h]
CAR_BEV	11.845896
BUS_FC	0.888442
TRAIN_PUBLIC	2.073032
TRAIN_FREIGHT	2.329559
TRUCK_FREIGHT_FC	1.553039
