Indicator	Value [MCHF/y]
CAPEX	13044.02
OPEX	3752.16
TOTEX	16796.19

Indicator	Value [ktCO2-eq/y]
GWP_construction	2825.84
GWP_op	25328.52
GWP_total	28154.36
