Indicator	Value [MCHF/y]
CAPEX	13224.57
OPEX	2805.85
TOTEX	16030.41

Indicator	Value [ktCO2-eq/y]
GWP_construction	4563.74
GWP_op	11134.23
GWP_total	15697.97
