Technology	C_inv [MCHF/y]	C_maint [MCHF/y]
CCGT_CCS	467.961581	188.764563
PV	295.120195	247.040000
WIND	743.561476	169.460000
HYDRO_DAM	1862.243409	34.969000
HYDRO_RIVER	1133.068073	326.182500
IND_BOILER_GAS	12.036455	3.120240
IND_BOILER_WOOD	2.979588	0.771180
IND_BOILER_WASTE	11.010126	2.849652
IND_HEATER_ELEC	38.182846	2.036049
DHN_HP_ELEC	25.626277	15.147586
DHN_BOILER_GAS	10.722792	2.779696
DHN_GEOTHERMAL	191.081878	135.153964
DEC_HP_ELEC	361.744848	209.400759
DEC_THERMAL_HP_GAS	41.690763	18.237633
DEC_BOILER_GAS	48.701591	18.985669
DEC_BOILER_OIL	21.876881	16.938195
THERMAL_SOLAR	259.558706	42.591638
H2_ELECTROLYSIS	43.162186	55.345766
P2G_INVESTMENT	0.000000	0.000000

Storage technology	C_inv [MCHF/y]	C_maint [MCHF/y]
HYDRO_STORAGE	0.000000	0.000000

Resource	C_op [MCHF/y]
GASOLINE	474.851763
DIESEL	449.843180
OIL	433.195358
NG	1319.073452
NG_CCS	2625.630806
WOOD	266.629496
WASTE	0.000000
