Indicator	Value [MCHF/y]
CAPEX	11602.30
OPEX	4109.41
TOTEX	15711.70

Indicator	Value [ktCO2-eq/y]
GWP_construction	2571.59
GWP_op	18052.35
GWP_total	20623.95
