Indicator	Value [MCHF/y]
CAPEX	19145.74
OPEX	2830.09
TOTEX	21975.83

Indicator	Value [ktCO2-eq/y]
GWP_construction	6690.93
GWP_op	11246.88
GWP_total	17937.81
