Indicator	Value [MCHF/y]
CAPEX	10887.36
OPEX	5620.48
TOTEX	16507.84

Indicator	Value [ktCO2-eq/y]
GWP_construction	1797.23
GWP_op	43316.03
GWP_total	45113.26
