Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
PV	2.349646	4.229362	5.639150	7.048937	7.048937	5.045443	7.518866	7.518866	6.109079	4.229362	2.349646	1.879717
WIND	2.368000	2.072000	2.072000	1.332000	1.258000	0.000000	0.000000	1.036000	1.184000	2.072000	2.294000	2.516000
HYDRO_DAM	3.095175	3.095175	2.352333	1.980912	2.599947	3.466596	3.342789	3.218982	3.590403	2.599947	2.599947	2.847561
HYDRO_RIVER	1.980000	1.716000	2.046000	2.904000	4.092000	5.082000	5.082000	4.686000	3.630000	2.442000	2.310000	2.244000
GEOTHERMAL_ELEC	0.056704	0.056704	0.056704	0.056704	0.056704	0.000000	0.000000	0.034754	0.056704	0.056704	0.056704	0.056704
IND_BOILER_WOOD	2.004564	2.004564	1.339240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.869718	2.004564	2.004564
IND_BOILER_WASTE	1.943700	1.943700	1.943700	0.892647	0.000000	0.000000	0.000000	0.000000	0.000000	1.943700	1.943700	1.943700
IND_HEATER_ELEC	0.000000	0.000000	0.665324	3.055617	3.948264	3.948264	3.948264	3.948264	3.948264	0.134846	0.000000	0.000000
DHN_HP_ELEC	1.416512	1.394230	0.792624	0.028863	0.304783	0.304783	0.304783	0.304783	0.562657	0.168736	0.850854	1.790845
DHN_GEOTHERMAL	1.259045	1.259045	1.259045	0.662731	0.000000	0.000000	0.000000	0.000000	0.000000	1.259045	1.259045	1.259045
DEC_HP_ELEC	5.347274	4.987260	3.066900	0.000000	0.000000	0.000000	0.000000	0.000000	0.215454	1.586526	3.723735	6.455498
DEC_THERMAL_HP_GAS	1.650194	1.636451	1.265401	0.426552	0.187980	0.187980	0.187980	0.187980	0.347028	0.880608	1.301315	1.881070
DEC_BOILER_WOOD	0.533538	0.529094	0.409127	0.137912	0.060777	0.060777	0.060777	0.060777	0.112200	0.284716	0.420739	0.608184
THERMAL_SOLAR	0.600000	0.900000	1.200000	1.200000	0.820899	0.820899	0.820899	0.820899	1.300000	1.000000	0.700000	0.500000
DEC_HEATER_ELEC	0.198698	0.197043	0.152366	0.051361	0.022634	0.022634	0.022634	0.022634	0.041785	0.106033	0.156690	0.226498
H2_ELECTROLYSIS	0.089549	0.089549	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.089549	0.089549
H2_FROM_GAS	0.394340	0.394340	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.394340	0.394340

Resource [GW]
ELECTRICITY	2.669673	1.000687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.146911
NG	1.574895	1.565687	0.847819	0.285790	0.000000	0.000000	0.000000	0.000000	0.124696	0.590007	1.341146	1.729582
WOOD	2.954869	2.949626	2.036288	0.162736	0.071717	0.071717	0.071717	0.071717	0.132396	2.504838	2.821766	3.042951
WASTE	2.371314	2.371314	2.371314	1.089030	0.000000	0.000000	0.000000	0.000000	0.000000	2.371314	2.371314	2.371314
ELEC_EXPORT	0.000000	0.000000	0.000000	0.000000	0.861952	0.000000	0.000000	1.727901	0.000000	0.000000	0.000000	0.000000

Mobility [Mpkm/h] or [Mtkm/h]
CAR_BEV	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896
BUS_FC	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442
TRAIN_PUBLIC	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032
TRAIN_FREIGHT	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559
TRUCK_FREIGHT_FC	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039
