Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	337.514859	0.000000	0.000000	0.000000	0.000000	904.976981	1827.603209	2400.000000	2400.000000	2400.000000	1765.788692	772.986533
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	1.256912	1.240089	0.769351	0.000000	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.585311	0.502254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880849	1.334412
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
