Technology	C_inv [MCHF/y]	C_maint [MCHF/y]
PV	2050.981756	1716.841278
WIND	743.561476	169.460000
HYDRO_DAM	1905.444566	35.780227
HYDRO_RIVER	1749.298078	503.580000
GEOTHERMAL_ELEC	420.879312	325.500000
IND_BOILER_GAS	11.535300	2.990324
IND_BOILER_WOOD	17.654147	4.569264
IND_BOILER_WASTE	19.872672	5.143465
IND_HEATER_ELEC	47.553664	2.535735
DHN_HP_ELEC	83.122982	49.133650
DHN_BOILER_GAS	11.278688	2.923802
DHN_GEOTHERMAL	345.409908	244.311595
DEC_HP_ELEC	349.790920	202.481071
DEC_THERMAL_HP_GAS	11.378446	4.977504
DEC_BOILER_GAS	47.092238	18.358284
DEC_BOILER_OIL	21.153956	16.378469
THERMAL_SOLAR	526.532276	86.400000
H2_ELECTROLYSIS	38.845967	49.811190
H2_FROM_GAS	42.653685	68.540197
PYROLYSIS	20.377465	9.660871
P2G_INVESTMENT	651.424905	553.745716

Storage technology	C_inv [MCHF/y]	C_maint [MCHF/y]
HYDRO_STORAGE	0.000000	0.000000

Resource	C_op [MCHF/y]
GASOLINE	474.851763
DIESEL	449.843180
OIL	357.117526
NG	664.516607
WOOD	1141.947000
WASTE	0.000000
