Technology	Energy output [GWh/y]
PV	46180.524
WIND	11572.416
HYDRO_DAM	25381.428
HYDRO_RIVER	27973.440
GEOTHERMAL_ELEC	4961.280
IND_BOILER_GAS	418.823
IND_BOILER_WOOD	7741.786
IND_BOILER_WASTE	9132.787
IND_HEATER_ELEC	17293.396
DHN_HP_ELEC	8274.771
DHN_GEOTHERMAL	8274.771
DEC_HP_ELEC	17282.018
DEC_THERMAL_HP_GAS	2660.175
THERMAL_SOLAR	7880.822
DEC_HEATER_ELEC	6741.021
POWER_TO_GAS_EFF	646.888
H2_ELECTROLYSIS	2845.266
H2_FROM_BIOMASS	1393.600
GASIFICATION_SNG	967.171

Resource	Energy consumption [GWh/y]
ELECTRICITY	5000.000
NG	620.588
WOOD	12279.000
WASTE	11142.000
ELEC_EXPORT	83.531

Mobility	Total transport [Mpkm/y] or [Mtkm/y]
CAR_BEV	103770.053
BUS_FC	7782.754
TRAIN_PUBLIC	18159.759
TRAIN_FREIGHT	20406.935
TRUCK_FREIGHT_FC	13604.623
