Indicator	Value [MCHF/y]
CAPEX	17096.77
OPEX	1758.27
TOTEX	18855.04

Indicator	Value [ktCO2-eq/y]
GWP_construction	6581.60
GWP_op	2510.39
GWP_total	9091.99
