Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
PV	2.773123	4.991621	6.655494	8.319368	7.686884	5.295517	4.621130	8.192979	7.210119	4.991621	2.773123	2.218498
WIND	2.368000	2.072000	2.072000	1.332000	0.000000	0.000000	0.000000	0.000000	1.184000	2.072000	2.294000	2.516000
HYDRO_DAM	3.095175	3.095175	2.352333	1.980912	2.599947	3.466596	3.342789	3.218982	3.590403	2.599947	2.599947	2.847561
HYDRO_RIVER	1.980000	1.716000	2.046000	2.904000	4.092000	5.082000	5.082000	4.686000	3.630000	2.442000	2.310000	2.244000
GEOTHERMAL_ELEC	0.760000	0.760000	0.760000	0.760000	0.000000	0.000000	0.760000	0.000000	0.760000	0.760000	0.760000	0.760000
IND_BOILER_GAS	0.000000	0.000000	0.000000	0.000000	0.324074	0.324074	0.324074	0.324074	0.324074	0.000000	0.000000	0.000000
IND_BOILER_WOOD	1.595835	1.595835	1.595835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.595835	1.595835	1.595835
IND_BOILER_WASTE	2.352429	2.352429	1.215439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.953637	2.352429	2.352429
IND_HEATER_ELEC	0.000000	0.000000	1.136989	3.948264	3.624190	3.624190	3.624190	3.624190	3.624190	0.398792	0.000000	0.000000
DHN_HP_ELEC	0.889717	0.863045	1.648286	0.767050	0.304028	0.304028	0.304028	0.304028	0.612709	1.648286	0.212609	1.337803
DHN_GEOTHERMAL	2.145229	2.145229	0.746810	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.145229	2.145229
DEC_HP_ELEC	5.422198	5.052864	4.279273	0.793956	0.000000	0.000000	0.000000	0.000000	0.292745	3.284741	3.562047	6.687003
DEC_THERMAL_HP_GAS	1.950443	1.933886	1.486836	0.476172	0.188735	0.188735	0.188735	0.188735	0.380360	1.023228	1.530106	2.228608
THERMAL_SOLAR	0.600000	0.900000	1.200000	1.200000	0.790324	0.790324	0.790324	0.790324	1.300000	1.000000	0.700000	0.500000
DEC_HEATER_ELEC	1.170171	1.160237	0.892029	0.285680	0.113232	0.113232	0.113232	0.113232	0.228197	0.613887	0.917989	1.337056
H2_ELECTROLYSIS	0.307221	0.307221	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.483889	0.307221	0.307221
H2_FROM_BIOMASS	0.176667	0.176667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176667	0.176667
GASIFICATION_SNG	0.891334	0.891334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.891334	0.891334

Resource [GW]
ELECTRICITY	2.753070	0.733594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.304759
NG	0.415463	0.404369	0.996180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.685563	0.133837	0.601833
WOOD	3.307104	3.307104	1.851169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.851169	3.307104	3.307104
WASTE	2.869963	2.869963	1.482836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.383437	2.869963	2.869963

Mobility [Mpkm/h] or [Mtkm/h]
CAR_BEV	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896
BUS_FC	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442
TRAIN_PUBLIC	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032
TRAIN_FREIGHT	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559
TRUCK_FREIGHT_FC	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039
