Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	141.698395	0.000000	0.000000	0.000000	0.000000	745.504619	1468.166834	1914.992423	2400.000000	2400.000000	1514.987265	577.610160
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	1.035423	0.971320	0.600572	0.673622	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.585903	0.210861	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.229184	1.259915
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
