Technology	GWP_construction [ktCO2-eq/y]
PV	4129.030628
WIND	230.454500
HYDRO_DAM	524.013179
HYDRO_RIVER	208.395000
GEOTHERMAL_ELEC	270.753207
IND_BOILER_GAS	1.537299
IND_BOILER_WOOD	3.208763
IND_BOILER_WASTE	3.341435
IND_HEATER_ELEC	0.229329
DHN_HP_ELEC	13.145326
DHN_BOILER_GAS	0.842442
DHN_GEOTHERMAL	97.779614
DEC_HP_ELEC	82.231599
DEC_THERMAL_HP_GAS	9.199182
DEC_BOILER_GAS	4.456399
DEC_BOILER_OIL	2.228200
THERMAL_SOLAR	110.600000
H2_ELECTROLYSIS	0.020921
H2_FROM_GAS	0.000000
P2G_INVESTMENT	0.111035

Storage technology	GWP_construction [ktCO2-eq/y]
HYDRO_STORAGE	2.400000

Resource	GWP_op [ktCO2-eq/y]
GASOLINE	1888.614967
DIESEL	1693.527267
OIL	1639.506905
NG	6304.035642
WOOD	147.348000
WASTE	1671.300000
