Technology	C_inv [MCHF/y]	C_maint [MCHF/y]
CCGT	82.624580	35.974622
PV	299.577580	250.771200
WIND	743.561476	169.460000
HYDRO_DAM	1905.444566	35.780227
HYDRO_RIVER	1140.409501	328.295917
IND_COGEN_GAS	59.676632	66.724371
IND_BOILER_GAS	12.940438	3.354582
IND_BOILER_WASTE	11.010126	2.849652
DHN_HP_ELEC	9.669105	5.715368
DHN_COGEN_GAS	21.566334	10.970545
DHN_BOILER_GAS	5.479597	1.420490
DHN_GEOTHERMAL	141.572564	100.135573
DEC_HP_ELEC	51.673330	29.911786
DEC_THERMAL_HP_GAS	90.962818	39.791704
DEC_BOILER_GAS	156.328925	60.942756
DEC_BOILER_OIL	23.129757	17.908235
THERMAL_SOLAR	66.665710	10.939343
H2_FROM_GAS	29.250878	47.003229
P2G_INVESTMENT	0.000000	0.000000

Storage technology	C_inv [MCHF/y]	C_maint [MCHF/y]
HYDRO_STORAGE	0.000000	0.000000

Resource	C_op [MCHF/y]
GASOLINE	392.665881
DIESEL	449.843180
OIL	458.004184
NG	3825.279422
WASTE	0.000000
