Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	331.367933	75.346848	0.000000	0.000000	0.000000	824.926608	1678.049940	2206.944918	2400.000000	2313.735795	1452.836687	691.865962
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	1.145731	1.146671	0.710880	0.268132	0.000000	0.000000	0.000000
HYDRO_TO_ELEC	0.484540	0.380984	0.101273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.115947	1.195693	1.022810
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
