Storage level [GWh]	1	2	3	4	5	6	7	8	9	10	11	12
HYDRO_STORAGE	413.880100	0.000000	0.000000	0.000000	0.000000	891.495436	1802.317233	2400.000000	2297.468517	2400.000000	1640.000986	500.587500
P2G_STORAGE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000

Exchanged power [GW]
ELEC_TO_HYDRO	0.000000	0.000000	0.000000	0.000000	0.000000	1.238188	1.224223	0.803337	0.000000	0.137811	0.000000	0.000000
HYDRO_TO_ELEC	0.116542	0.615893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.142405	0.000000	1.055554	1.531470
POWER_TO_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GAS_TO_POWER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
