Indicator	Value [MCHF/y]
CAPEX	11272.16
OPEX	5278.70
TOTEX	16550.86

Indicator	Value [ktCO2-eq/y]
GWP_construction	1879.89
GWP_op	36417.34
GWP_total	38297.23
