Indicator	Value [MCHF/y]
CAPEX	15404.25
OPEX	6711.08
TOTEX	22115.33

Indicator	Value [ktCO2-eq/y]
GWP_construction	2513.91
GWP_op	9141.28
GWP_total	11655.20
