Indicator	Value [MCHF/y]
CAPEX	10437.33
OPEX	4882.52
TOTEX	15319.85

Indicator	Value [ktCO2-eq/y]
GWP_construction	1739.64
GWP_op	38201.23
GWP_total	39940.87
