Technology	C_inv [MCHF/y]	C_maint [MCHF/y]
PV	1482.572404	1241.035663
WIND	743.561476	169.460000
HYDRO_DAM	1905.444566	35.780227
HYDRO_RIVER	1749.298078	503.580000
IND_BOILER_WOOD	21.719011	5.621336
IND_BOILER_WASTE	15.807808	4.091393
IND_HEATER_ELEC	119.209871	6.356705
DHN_HP_ELEC	38.730329	22.893337
DHN_GEOTHERMAL	107.176637	75.807018
DEC_HP_ELEC	286.951234	166.105493
DEC_THERMAL_HP_GAS	68.247068	29.854694
DEC_BOILER_GAS	15.740755	6.136324
DEC_BOILER_WOOD	4.087415	1.851019
THERMAL_SOLAR	526.532276	86.400000
H2_ELECTROLYSIS	18.868378	24.194439
H2_FROM_GAS	20.717874	33.291548
P2G_INVESTMENT	38.690963	32.889370

Storage technology	C_inv [MCHF/y]	C_maint [MCHF/y]
HYDRO_STORAGE	0.000000	0.000000

Resource	C_op [MCHF/y]
ELECTRICITY	456.000000
NG	729.370233
WOOD	1141.947000
WASTE	0.000000
