Technology [GW]	1	2	3	4	5	6	7	8	9	10	11	12
PV	2.273215	4.091787	5.455716	6.819645	6.819645	5.093642	4.810831	7.274288	5.573624	4.091787	2.273215	1.818572
WIND	2.368000	2.072000	2.072000	1.332000	0.665365	0.000000	0.000000	1.036000	1.184000	2.072000	2.294000	2.516000
HYDRO_DAM	3.095175	3.095175	2.352333	1.980912	2.599947	3.466596	3.342789	3.218982	3.590403	2.599947	2.599947	2.847561
HYDRO_RIVER	1.980000	1.716000	2.046000	2.904000	4.092000	5.082000	5.082000	4.686000	3.630000	2.442000	2.310000	2.244000
GEOTHERMAL_ELEC	0.760000	0.760000	0.760000	0.760000	0.000000	0.000000	0.465806	0.760000	0.760000	0.760000	0.760000	0.760000
IND_BOILER_WOOD	1.730307	1.730307	1.730307	0.849937	0.000000	0.000000	0.000000	0.000000	0.000000	1.730307	1.730307	1.730307
IND_BOILER_WASTE	2.217957	2.217957	1.524492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.165119	2.217957	2.217957
IND_HEATER_ELEC	0.000000	0.000000	0.693465	3.098327	3.948264	3.948264	3.948264	3.948264	3.948264	0.052838	0.000000	0.000000
DHN_HP_ELEC	0.848178	0.826116	1.218828	0.760234	0.385827	0.385827	0.385827	0.385827	0.646983	1.218828	0.288086	1.218828
DHN_GEOTHERMAL	1.876498	1.876498	0.888099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.270350	1.876498	1.876498
DEC_HP_ELEC	3.888023	3.536487	2.833433	0.575817	0.000000	0.000000	0.000000	0.000000	0.177599	2.208193	2.479713	4.853816
DEC_THERMAL_HP_GAS	0.772378	0.766124	0.597262	0.215508	0.106935	0.106935	0.106935	0.106935	0.179317	0.422145	0.613606	0.877448
THERMAL_SOLAR	0.600000	0.900000	1.200000	1.200000	0.881164	0.881164	0.881164	0.881164	1.300000	1.000000	0.700000	0.500000
DEC_HEATER_ELEC	0.752559	0.746465	0.581936	0.209978	0.104191	0.104191	0.104191	0.104191	0.174715	0.411313	0.597860	0.854932
H2_ELECTROLYSIS	0.483889	0.483889	0.483889	0.483889	0.443136	0.443136	0.443136	0.443136	0.483889	0.483889	0.483889	0.483889
H2_FROM_GAS	0.000000	0.000000	0.000000	0.000000	0.040753	0.040753	0.040753	0.040753	0.000000	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.517493	0.513303	0.400165	0.144390	0.000000	0.000000	0.000000	0.000000	0.000000	0.282837	0.411116	0.587890

Resource [GW]
ELECTRICITY	2.665873	1.055121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.101545
WOOD	2.705772	2.700115	2.547379	1.180854	0.000000	0.000000	0.000000	0.000000	0.000000	2.388986	2.562162	2.800808
WASTE	2.705908	2.705908	1.859881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.641445	2.705908	2.705908

Mobility [Mpkm/h] or [Mtkm/h]
CAR_BEV	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896	11.845896
BUS_FC	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442	0.888442
TRAIN_PUBLIC	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032	2.073032
TRAIN_FREIGHT	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559	2.329559
TRUCK_FREIGHT_FC	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039	1.553039
