Indicator	Value [MCHF/y]
CAPEX	15631.23
OPEX	1598.10
TOTEX	17229.33

Indicator	Value [ktCO2-eq/y]
GWP_construction	5674.68
GWP_op	1868.80
GWP_total	7543.49
