Technology	C_inv [MCHF/y]	C_maint [MCHF/y]
PV	1653.613910	1384.211542
WIND	743.561476	169.460000
HYDRO_DAM	1905.444566	35.780227
HYDRO_RIVER	1749.298078	503.580000
IND_BOILER_GAS	7.868851	2.039862
IND_BOILER_WOOD	16.146110	4.178952
IND_BOILER_WASTE	16.370297	4.236977
IND_HEATER_ELEC	77.300460	4.121942
DHN_HP_ELEC	28.615387	16.914437
DHN_BOILER_GAS	11.126701	2.884402
DHN_GEOTHERMAL	246.695977	174.490327
DEC_HP_ELEC	348.896978	201.963601
DEC_THERMAL_HP_GAS	11.134022	4.870580
DEC_BOILER_GAS	46.971887	18.311366
DEC_BOILER_OIL	21.099894	16.336611
THERMAL_SOLAR	526.532276	86.400000
H2_ELECTROLYSIS	38.845967	49.811190
H2_FROM_GAS	42.653685	68.540197
P2G_INVESTMENT	408.915254	347.599652

Storage technology	C_inv [MCHF/y]	C_maint [MCHF/y]
HYDRO_STORAGE	0.000000	0.000000

Resource	C_op [MCHF/y]
GASOLINE	474.851763
DIESEL	449.843180
OIL	417.809824
NG	1059.497953
WOOD	1141.947000
WASTE	0.000000
