Indicator	Value [MCHF/y]
CAPEX	13488.69
OPEX	2763.09
TOTEX	16251.79

Indicator	Value [ktCO2-eq/y]
GWP_construction	4800.21
GWP_op	10148.00
GWP_total	14948.21
